date,rain_7d,rain_30d,humidity_7d,humidity_min_7d,tempmax_7d,light_7d,humidity_trend,temp_trend,dry_spell,temp_mean_z,humidity_mean_z,rain_mm_z,rain_deficit_30d,y,stress_score
123,2.0,6.1000000000000005,78.34102182539684,39.975,29.625,421.75396825396825,4.942906746031753,0.3500000000000014,0,-0.8865695782059362,1.0341944370712342,-0.5445538678000946,2.6096774193548393,0,0.1198518380910853
124,2.1999999999999997,6.1000000000000005,80.18616071428572,39.975,29.625,415.24603174603175,7.2643849206349245,0.5750000000000028,0,-0.7211822626638773,0.9026094488713737,-0.16941675887114055,2.6096774193548393,0,0.1198518380910853
125,2.3,5.9,82.14717261904762,46.7,28.4,407.05406746031747,9.580952380952397,-1.2250000000000014,0,-0.8792265699995222,0.9225464886219082,-0.3569853133356175,2.8096774193548395,0,0.12903702222167526
126,2.0,4.3,83.45947420634921,53.75,27.175,399.81448412698415,10.886160714285722,-2.4499999999999993,0,-0.8735483717890463,0.8495888238657303,0.20572035005781353,4.40967741935484,1,0.20251849526639504
127,1.6,4.2,83.46612103174603,53.75,27.175,396.85069444444446,9.279563492063488,-2.4499999999999993,0,-0.4663023114804459,0.29773767837803083,-0.3569853133356175,4.50967741935484,1,0.20711108733169004
128,1.2000000000000002,4.3999999999999995,83.85362103174603,53.75,27.175,393.3397817460318,8.72326388888888,-2.4499999999999993,0,-1.0981524466750305,1.0360251623598753,0.20572035005781347,4.30967741935484,0,0.19792590320110007
129,1.2000000000000002,4.0,83.63690476190477,54.175,27.175,389.9642857142857,7.077827380952385,-2.4499999999999993,0,-0.10723661173347666,0.2079044661070359,-0.5445538678000945,4.70967741935484,1,0.21629627146228
130,1.3,3.8,83.07906746031746,54.175,27.175,388.07986111111114,4.738045634920624,-2.4499999999999993,0,-0.5377591357310056,0.1306279800948281,-0.3507755125969455,4.81290322580645,1,0.22352057329910946
131,1.1,3.6999999999999997,82.08095238095237,50.45,27.175,390.5411706349206,1.8947916666666487,-2.4499999999999993,0,0.13471924710735617,-0.7650674585102326,-0.5382589762263474,4.912903225806451,1,0.2986563514143375
132,1.0,3.6999999999999997,81.2578373015873,50.45,27.025,391.81646825396825,-0.889335317460322,-1.375,0,0.5746178277879882,-0.49116228638564036,-0.5382589762263474,4.912903225806451,1,0.2978258494379864
133,1.2000000000000002,4.3,80.79191468253968,50.45,28.325,396.0233134920635,-2.6675595238095298,1.1499999999999986,0,0.7454535489206673,-0.058577921287874334,0.5866418055500644,4.31290322580645,1,0.24245377309909527
134,3.9,7.1,81.1203869047619,50.45,28.325,395.25446428571433,-2.3457341269841265,1.1499999999999986,1,0.03824294465321438,0.6069637243476389,4.54714462808493,2.4806451612903206,0,0.11214782665811726
135,4.2,7.7,81.42837301587302,50.45,28.325,396.60466269841265,-2.4252480158730094,1.1499999999999986,0,-1.3419622714768478,1.677738518519708,0.7415749205180321,1.203225806451612,0,0.05405796494276477
136,4.5,8.0,82.58998015873014,50.45,28.325,392.9355158730159,-1.0469246031746309,1.1499999999999986,0,-3.0877616682207294,2.051256685141687,0.035518175090842326,0.41935483870967794,0,0.01992336928113241
137,4.9,8.5,83.08154761904761,50.45,28.325,394.4310515873016,0.002480158730151061,1.1499999999999986,0,-0.9498821135158619,0.8543247375180888,0.4553375105264118,0.0,0,0.0
138,5.4,9.0,84.11314484126983,50.725,28.325,390.46577380952385,2.032192460317461,1.1499999999999986,0,-0.7166094433534451,0.9015189085810356,0.4553375105264118,0.0,0,0.0
139,5.4,9.0,84.18918650793651,50.725,28.325,394.9538690476191,2.9313492063492106,1.3000000000000007,0,0.8589804119007025,-0.308680839486229,-0.4733113596261385,0.0,0,0.06867242388555421
